codice_gestione,codice_voce,macro_categoria_v2
PRO,1.01.03.02.001,Imposte proprie
REG,1.01.03.02.001,Imposte proprie
SP1,1.01.03.02.001,Imposte proprie
SP3,1.01.03.02.001,Imposte proprie
SP8,1.01.03.02.001,Imposte proprie
EPF,1.01.03.02.002,Imposte proprie
MON,1.01.03.02.002,Imposte proprie
PRO,1.01.03.02.002,Imposte proprie
REG,1.01.03.02.002,Imposte proprie
SP1,1.01.03.02.002,Imposte proprie
SP3,1.01.03.02.002,Imposte proprie
SP8,1.01.03.02.002,Imposte proprie
EPF,1.01.03.03.001,Imposte proprie
MON,1.01.03.03.001,Imposte proprie
PRO,1.01.03.03.001,Imposte proprie
REG,1.01.03.03.001,Imposte proprie
SP1,1.01.03.03.001,Imposte proprie
SP3,1.01.03.03.001,Imposte proprie
SP8,1.01.03.03.001,Imposte proprie
EPF,1.01.03.03.002,Imposte proprie
MON,1.01.03.03.002,Imposte proprie
PRO,1.01.03.03.002,Imposte proprie
REG,1.01.03.03.002,Imposte proprie
SP1,1.01.03.03.002,Imposte proprie
SP3,1.01.03.03.002,Imposte proprie
SP8,1.01.03.03.002,Imposte proprie
EPF,1.01.03.04.001,Imposte proprie
MON,1.01.03.04.001,Imposte proprie
PRO,1.01.03.04.001,Imposte proprie
REG,1.01.03.04.001,Imposte proprie
SP1,1.01.03.04.001,Imposte proprie
SP3,1.01.03.04.001,Imposte proprie
SP8,1.01.03.04.001,Imposte proprie
EPF,1.01.03.04.002,Imposte proprie
MON,1.01.03.04.002,Imposte proprie
PRO,1.01.03.04.002,Imposte proprie
REG,1.01.03.04.002,Imposte proprie
SP1,1.01.03.04.002,Imposte proprie
SP3,1.01.03.04.002,Imposte proprie
SP8,1.01.03.04.002,Imposte proprie
EPF,1.01.03.05.001,Imposte proprie
MON,1.01.03.05.001,Imposte proprie
PRO,1.01.03.05.001,Imposte proprie
REG,1.01.03.05.001,Imposte proprie
SP1,1.01.03.05.001,Imposte proprie
SP3,1.01.03.05.001,Imposte proprie
SP8,1.01.03.05.001,Imposte proprie
EPF,1.01.03.05.002,Imposte proprie
MON,1.01.03.05.002,Imposte proprie
PRO,1.01.03.05.002,Imposte proprie
REG,1.01.03.05.002,Imposte proprie
SP1,1.01.03.05.002,Imposte proprie
SP3,1.01.03.05.002,Imposte proprie
SP8,1.01.03.05.002,Imposte proprie
EPF,1.01.03.07.001,Imposte proprie
MON,1.01.03.07.001,Imposte proprie
PRO,1.01.03.07.001,Imposte proprie
REG,1.01.03.07.001,Imposte proprie
SP1,1.01.03.07.001,Imposte proprie
SP3,1.01.03.07.001,Imposte proprie
SP8,1.01.03.07.001,Imposte proprie
EPF,1.01.03.07.002,Imposte proprie
MON,1.01.03.07.002,Imposte proprie
PRO,1.01.03.07.002,Imposte proprie
REG,1.01.03.07.002,Imposte proprie
SP1,1.01.03.07.002,Imposte proprie
SP3,1.01.03.07.002,Imposte proprie
SP8,1.01.03.07.002,Imposte proprie
EPF,1.01.03.09.001,Imposte proprie
MON,1.01.03.09.001,Imposte proprie
PRO,1.01.03.09.001,Imposte proprie
REG,1.01.03.09.001,Imposte proprie
SP1,1.01.03.09.001,Imposte proprie
SP3,1.01.03.09.001,Imposte proprie
SP8,1.01.03.09.001,Imposte proprie
EPF,1.01.03.09.002,Imposte proprie
MON,1.01.03.09.002,Imposte proprie
PRO,1.01.03.09.002,Imposte proprie
REG,1.01.03.09.002,Imposte proprie
SP1,1.01.03.09.002,Imposte proprie
SP3,1.01.03.09.002,Imposte proprie
SP8,1.01.03.09.002,Imposte proprie
EPF,1.01.03.10.001,Imposte proprie
MON,1.01.03.10.001,Imposte proprie
PRO,1.01.03.10.001,Imposte proprie
REG,1.01.03.10.001,Imposte proprie
SP1,1.01.03.10.001,Imposte proprie
SP3,1.01.03.10.001,Imposte proprie
SP8,1.01.03.10.001,Imposte proprie
EPF,1.01.03.10.002,Imposte proprie
MON,1.01.03.10.002,Imposte proprie
PRO,1.01.03.10.002,Imposte proprie
REG,1.01.03.10.002,Imposte proprie
SP1,1.01.03.10.002,Imposte proprie
SP3,1.01.03.10.002,Imposte proprie
SP8,1.01.03.10.002,Imposte proprie
EPF,1.01.03.11.001,Imposte proprie
MON,1.01.03.11.001,Imposte proprie
PRO,1.01.03.11.001,Imposte proprie
REG,1.01.03.11.001,Imposte proprie
SP1,1.01.03.11.001,Imposte proprie
SP3,1.01.03.11.001,Imposte proprie
SP8,1.01.03.11.001,Imposte proprie
EPF,1.01.03.11.002,Imposte proprie
MON,1.01.03.11.002,Imposte proprie
PRO,1.01.03.11.002,Imposte proprie
REG,1.01.03.11.002,Imposte proprie
SP1,1.01.03.11.002,Imposte proprie
SP3,1.01.03.11.002,Imposte proprie
SP8,1.01.03.11.002,Imposte proprie
EPF,1.01.03.12.001,Imposte proprie
MON,1.01.03.12.001,Imposte proprie
PRO,1.01.03.12.001,Imposte proprie
REG,1.01.03.12.001,Imposte proprie
SP1,1.01.03.12.001,Imposte proprie
SP3,1.01.03.12.001,Imposte proprie
SP8,1.01.03.12.001,Imposte proprie
EPF,1.01.03.12.002,Imposte proprie
MON,1.01.03.12.002,Imposte proprie
PRO,1.01.03.12.002,Imposte proprie
REG,1.01.03.12.002,Imposte proprie
SP1,1.01.03.12.002,Imposte proprie
SP3,1.01.03.12.002,Imposte proprie
SP8,1.01.03.12.002,Imposte proprie
EPF,1.01.03.13.001,Imposte proprie
MON,1.01.03.13.001,Imposte proprie
PRO,1.01.03.13.001,Imposte proprie
REG,1.01.03.13.001,Imposte proprie
SP1,1.01.03.13.001,Imposte proprie
SP3,1.01.03.13.001,Imposte proprie
SP8,1.01.03.13.001,Imposte proprie
EPF,1.01.03.13.002,Imposte proprie
MON,1.01.03.13.002,Imposte proprie
PRO,1.01.03.13.002,Imposte proprie
REG,1.01.03.13.002,Imposte proprie
SP1,1.01.03.13.002,Imposte proprie
SP3,1.01.03.13.002,Imposte proprie
SP8,1.01.03.13.002,Imposte proprie
EPF,1.01.03.14.001,Imposte proprie
MON,1.01.03.14.001,Imposte proprie
PRO,1.01.03.14.001,Imposte proprie
REG,1.01.03.14.001,Imposte proprie
SP1,1.01.03.14.001,Imposte proprie
SP3,1.01.03.14.001,Imposte proprie
SP8,1.01.03.14.001,Imposte proprie
EPF,1.01.03.14.002,Imposte proprie
MON,1.01.03.14.002,Imposte proprie
PRO,1.01.03.14.002,Imposte proprie
REG,1.01.03.14.002,Imposte proprie
SP1,1.01.03.14.002,Imposte proprie
SP3,1.01.03.14.002,Imposte proprie
SP8,1.01.03.14.002,Imposte proprie
EPF,1.01.03.15.001,Imposte proprie
MON,1.01.03.15.001,Imposte proprie
PRO,1.01.03.15.001,Imposte proprie
REG,1.01.03.15.001,Imposte proprie
SP1,1.01.03.15.001,Imposte proprie
SP3,1.01.03.15.001,Imposte proprie
SP8,1.01.03.15.001,Imposte proprie
EPF,1.01.03.15.002,Imposte proprie
MON,1.01.03.15.002,Imposte proprie
PRO,1.01.03.15.002,Imposte proprie
REG,1.01.03.15.002,Imposte proprie
SP1,1.01.03.15.002,Imposte proprie
SP3,1.01.03.15.002,Imposte proprie
SP8,1.01.03.15.002,Imposte proprie
EPF,1.01.03.18.001,Imposte proprie
MON,1.01.03.18.001,Imposte proprie
PRO,1.01.03.18.001,Imposte proprie
REG,1.01.03.18.001,Imposte proprie
SP1,1.01.03.18.001,Imposte proprie
SP3,1.01.03.18.001,Imposte proprie
SP8,1.01.03.18.001,Imposte proprie
EPF,1.01.03.18.002,Imposte proprie
MON,1.01.03.18.002,Imposte proprie
PRO,1.01.03.18.002,Imposte proprie
REG,1.01.03.18.002,Imposte proprie
SP1,1.01.03.18.002,Imposte proprie
SP3,1.01.03.18.002,Imposte proprie
SP8,1.01.03.18.002,Imposte proprie
EPF,1.01.03.19.001,Imposte proprie
MON,1.01.03.19.001,Imposte proprie
PRO,1.01.03.19.001,Imposte proprie
REG,1.01.03.19.001,Imposte proprie
SP1,1.01.03.19.001,Imposte proprie
SP3,1.01.03.19.001,Imposte proprie
SP8,1.01.03.19.001,Imposte proprie
EPF,1.01.03.19.002,Imposte proprie
MON,1.01.03.19.002,Imposte proprie
PRO,1.01.03.19.002,Imposte proprie
REG,1.01.03.19.002,Imposte proprie
SP1,1.01.03.19.002,Imposte proprie
SP3,1.01.03.19.002,Imposte proprie
SP8,1.01.03.19.002,Imposte proprie
EPF,1.01.03.21.001,Imposte proprie
MON,1.01.03.21.001,Imposte proprie
PRO,1.01.03.21.001,Imposte proprie
REG,1.01.03.21.001,Imposte proprie
SP1,1.01.03.21.001,Imposte proprie
SP3,1.01.03.21.001,Imposte proprie
SP8,1.01.03.21.001,Imposte proprie
EPF,1.01.03.21.002,Imposte proprie
MON,1.01.03.21.002,Imposte proprie
PRO,1.01.03.21.002,Imposte proprie
REG,1.01.03.21.002,Imposte proprie
SP1,1.01.03.21.002,Imposte proprie
SP3,1.01.03.21.002,Imposte proprie
SP8,1.01.03.21.002,Imposte proprie
EPF,1.01.03.22.001,Imposte proprie
MON,1.01.03.22.001,Imposte proprie
PRO,1.01.03.22.001,Imposte proprie
REG,1.01.03.22.001,Imposte proprie
SP1,1.01.03.22.001,Imposte proprie
SP3,1.01.03.22.001,Imposte proprie
SP8,1.01.03.22.001,Imposte proprie
EPF,1.01.03.22.002,Imposte proprie
MON,1.01.03.22.002,Imposte proprie
PRO,1.01.03.22.002,Imposte proprie
REG,1.01.03.22.002,Imposte proprie
SP1,1.01.03.22.002,Imposte proprie
SP3,1.01.03.22.002,Imposte proprie
SP8,1.01.03.22.002,Imposte proprie
EPF,1.01.03.23.001,Imposte proprie
MON,1.01.03.23.001,Imposte proprie
PRO,1.01.03.23.001,Imposte proprie
REG,1.01.03.23.001,Imposte proprie
SP1,1.01.03.23.001,Imposte proprie
SP3,1.01.03.23.001,Imposte proprie
SP8,1.01.03.23.001,Imposte proprie
EPF,1.01.03.23.002,Imposte proprie
MON,1.01.03.23.002,Imposte proprie
PRO,1.01.03.23.002,Imposte proprie
REG,1.01.03.23.002,Imposte proprie
SP1,1.01.03.23.002,Imposte proprie
SP3,1.01.03.23.002,Imposte proprie
SP8,1.01.03.23.002,Imposte proprie
EPF,1.01.03.24.001,Imposte proprie
MON,1.01.03.24.001,Imposte proprie
PRO,1.01.03.24.001,Imposte proprie
REG,1.01.03.24.001,Imposte proprie
SP1,1.01.03.24.001,Imposte proprie
SP3,1.01.03.24.001,Imposte proprie
SP8,1.01.03.24.001,Imposte proprie
EPF,1.01.03.24.002,Imposte proprie
MON,1.01.03.24.002,Imposte proprie
PRO,1.01.03.24.002,Imposte proprie
REG,1.01.03.24.002,Imposte proprie
SP1,1.01.03.24.002,Imposte proprie
SP3,1.01.03.24.002,Imposte proprie
SP8,1.01.03.24.002,Imposte proprie
EPF,1.01.03.25.001,Imposte proprie
MON,1.01.03.25.001,Imposte proprie
PRO,1.01.03.25.001,Imposte proprie
REG,1.01.03.25.001,Imposte proprie
SP1,1.01.03.25.001,Imposte proprie
SP3,1.01.03.25.001,Imposte proprie
SP8,1.01.03.25.001,Imposte proprie
EPF,1.01.03.25.002,Imposte proprie
MON,1.01.03.25.002,Imposte proprie
PRO,1.01.03.25.002,Imposte proprie
REG,1.01.03.25.002,Imposte proprie
SP1,1.01.03.25.002,Imposte proprie
SP3,1.01.03.25.002,Imposte proprie
SP8,1.01.03.25.002,Imposte proprie
EPF,1.01.03.26.001,Imposte proprie
MON,1.01.03.26.001,Imposte proprie
PRO,1.01.03.26.001,Imposte proprie
REG,1.01.03.26.001,Imposte proprie
SP1,1.01.03.26.001,Imposte proprie
SP3,1.01.03.26.001,Imposte proprie
SP8,1.01.03.26.001,Imposte proprie
EPF,1.01.03.26.002,Imposte proprie
MON,1.01.03.26.002,Imposte proprie
PRO,1.01.03.26.002,Imposte proprie
REG,1.01.03.26.002,Imposte proprie
SP1,1.01.03.26.002,Imposte proprie
SP3,1.01.03.26.002,Imposte proprie
SP8,1.01.03.26.002,Imposte proprie
EPF,1.01.03.27.001,Imposte proprie
MON,1.01.03.27.001,Imposte proprie
PRO,1.01.03.27.001,Imposte proprie
REG,1.01.03.27.001,Imposte proprie
SP1,1.01.03.27.001,Imposte proprie
SP3,1.01.03.27.001,Imposte proprie
SP8,1.01.03.27.001,Imposte proprie
EPF,1.01.03.27.002,Imposte proprie
MON,1.01.03.27.002,Imposte proprie
PRO,1.01.03.27.002,Imposte proprie
REG,1.01.03.27.002,Imposte proprie
SP1,1.01.03.27.002,Imposte proprie
SP3,1.01.03.27.002,Imposte proprie
SP8,1.01.03.27.002,Imposte proprie
EPF,1.01.03.28.001,Imposte proprie
MON,1.01.03.28.001,Imposte proprie
PRO,1.01.03.28.001,Imposte proprie
REG,1.01.03.28.001,Imposte proprie
SP1,1.01.03.28.001,Imposte proprie
SP3,1.01.03.28.001,Imposte proprie
SP8,1.01.03.28.001,Imposte proprie
EPF,1.01.03.28.002,Imposte proprie
MON,1.01.03.28.002,Imposte proprie
PRO,1.01.03.28.002,Imposte proprie
REG,1.01.03.28.002,Imposte proprie
SP1,1.01.03.28.002,Imposte proprie
SP3,1.01.03.28.002,Imposte proprie
SP8,1.01.03.28.002,Imposte proprie
EPF,1.01.03.29.001,Imposte proprie
MON,1.01.03.29.001,Imposte proprie
PRO,1.01.03.29.001,Imposte proprie
REG,1.01.03.29.001,Imposte proprie
SP1,1.01.03.29.001,Imposte proprie
SP3,1.01.03.29.001,Imposte proprie
SP8,1.01.03.29.001,Imposte proprie
EPF,1.01.03.29.002,Imposte proprie
MON,1.01.03.29.002,Imposte proprie
PRO,1.01.03.29.002,Imposte proprie
REG,1.01.03.29.002,Imposte proprie
SP1,1.01.03.29.002,Imposte proprie
SP3,1.01.03.29.002,Imposte proprie
SP8,1.01.03.29.002,Imposte proprie
EPF,1.01.03.30.001,Imposte proprie
MON,1.01.03.30.001,Imposte proprie
PRO,1.01.03.30.001,Imposte proprie
REG,1.01.03.30.001,Imposte proprie
SP1,1.01.03.30.001,Imposte proprie
SP3,1.01.03.30.001,Imposte proprie
SP8,1.01.03.30.001,Imposte proprie
EPF,1.01.03.30.002,Imposte proprie
MON,1.01.03.30.002,Imposte proprie
PRO,1.01.03.30.002,Imposte proprie
REG,1.01.03.30.002,Imposte proprie
SP1,1.01.03.30.002,Imposte proprie
SP3,1.01.03.30.002,Imposte proprie
SP8,1.01.03.30.002,Imposte proprie
EPF,1.01.03.32.001,Imposte proprie
MON,1.01.03.32.001,Imposte proprie
PRO,1.01.03.32.001,Imposte proprie
REG,1.01.03.32.001,Imposte proprie
SP1,1.01.03.32.001,Imposte proprie
SP3,1.01.03.32.001,Imposte proprie
SP8,1.01.03.32.001,Imposte proprie
EPF,1.01.03.32.002,Imposte proprie
MON,1.01.03.32.002,Imposte proprie
PRO,1.01.03.32.002,Imposte proprie
REG,1.01.03.32.002,Imposte proprie
SP1,1.01.03.32.002,Imposte proprie
SP3,1.01.03.32.002,Imposte proprie
SP8,1.01.03.32.002,Imposte proprie
EPF,1.01.03.33.001,Imposte proprie
MON,1.01.03.33.001,Imposte proprie
PRO,1.01.03.33.001,Imposte proprie
REG,1.01.03.33.001,Imposte proprie
SP1,1.01.03.33.001,Imposte proprie
SP3,1.01.03.33.001,Imposte proprie
SP8,1.01.03.33.001,Imposte proprie
EPF,1.01.03.33.002,Imposte proprie
MON,1.01.03.33.002,Imposte proprie
PRO,1.01.03.33.002,Imposte proprie
REG,1.01.03.33.002,Imposte proprie
SP1,1.01.03.33.002,Imposte proprie
SP3,1.01.03.33.002,Imposte proprie
SP8,1.01.03.33.002,Imposte proprie
EPF,1.01.03.34.001,Imposte proprie
MON,1.01.03.34.001,Imposte proprie
PRO,1.01.03.34.001,Imposte proprie
REG,1.01.03.34.001,Imposte proprie
SP1,1.01.03.34.001,Imposte proprie
SP3,1.01.03.34.001,Imposte proprie
SP8,1.01.03.34.001,Imposte proprie
EPF,1.01.03.34.002,Imposte proprie
MON,1.01.03.34.002,Imposte proprie
PRO,1.01.03.34.002,Imposte proprie
REG,1.01.03.34.002,Imposte proprie
SP1,1.01.03.34.002,Imposte proprie
SP3,1.01.03.34.002,Imposte proprie
SP8,1.01.03.34.002,Imposte proprie
EPF,1.01.03.35.001,Imposte proprie
MON,1.01.03.35.001,Imposte proprie
PRO,1.01.03.35.001,Imposte proprie
REG,1.01.03.35.001,Imposte proprie
SP1,1.01.03.35.001,Imposte proprie
SP3,1.01.03.35.001,Imposte proprie
SP8,1.01.03.35.001,Imposte proprie
EPF,1.01.03.35.002,Imposte proprie
MON,1.01.03.35.002,Imposte proprie
PRO,1.01.03.35.002,Imposte proprie
REG,1.01.03.35.002,Imposte proprie
SP1,1.01.03.35.002,Imposte proprie
SP3,1.01.03.35.002,Imposte proprie
SP8,1.01.03.35.002,Imposte proprie
EPF,1.01.03.36.001,Imposte proprie
MON,1.01.03.36.001,Imposte proprie
PRO,1.01.03.36.001,Imposte proprie
REG,1.01.03.36.001,Imposte proprie
SP1,1.01.03.36.001,Imposte proprie
SP3,1.01.03.36.001,Imposte proprie
SP8,1.01.03.36.001,Imposte proprie
EPF,1.01.03.36.002,Imposte proprie
MON,1.01.03.36.002,Imposte proprie
PRO,1.01.03.36.002,Imposte proprie
REG,1.01.03.36.002,Imposte proprie
SP1,1.01.03.36.002,Imposte proprie
SP3,1.01.03.36.002,Imposte proprie
SP8,1.01.03.36.002,Imposte proprie
EPF,1.01.03.37.001,Imposte proprie
MON,1.01.03.37.001,Imposte proprie
PRO,1.01.03.37.001,Imposte proprie
REG,1.01.03.37.001,Imposte proprie
SP1,1.01.03.37.001,Imposte proprie
SP3,1.01.03.37.001,Imposte proprie
SP8,1.01.03.37.001,Imposte proprie
EPF,1.01.03.37.002,Imposte proprie
MON,1.01.03.37.002,Imposte proprie
PRO,1.01.03.37.002,Imposte proprie
REG,1.01.03.37.002,Imposte proprie
SP1,1.01.03.37.002,Imposte proprie
SP3,1.01.03.37.002,Imposte proprie
SP8,1.01.03.37.002,Imposte proprie
EPF,1.01.03.38.001,Imposte proprie
MON,1.01.03.38.001,Imposte proprie
PRO,1.01.03.38.001,Imposte proprie
REG,1.01.03.38.001,Imposte proprie
SP1,1.01.03.38.001,Imposte proprie
SP3,1.01.03.38.001,Imposte proprie
SP8,1.01.03.38.001,Imposte proprie
EPF,1.01.03.38.002,Imposte proprie
MON,1.01.03.38.002,Imposte proprie
PRO,1.01.03.38.002,Imposte proprie
REG,1.01.03.38.002,Imposte proprie
SP1,1.01.03.38.002,Imposte proprie
SP3,1.01.03.38.002,Imposte proprie
SP8,1.01.03.38.002,Imposte proprie
EPF,1.01.03.45.001,Imposte proprie
MON,1.01.03.45.001,Imposte proprie
PRO,1.01.03.45.001,Imposte proprie
REG,1.01.03.45.001,Imposte proprie
SP1,1.01.03.45.001,Imposte proprie
SP3,1.01.03.45.001,Imposte proprie
SP8,1.01.03.45.001,Imposte proprie
EPF,1.01.03.45.002,Imposte proprie
MON,1.01.03.45.002,Imposte proprie
PRO,1.01.03.45.002,Imposte proprie
REG,1.01.03.45.002,Imposte proprie
SP1,1.01.03.45.002,Imposte proprie
SP3,1.01.03.45.002,Imposte proprie
SP8,1.01.03.45.002,Imposte proprie
EPF,1.01.03.50.001,Imposte proprie
MON,1.01.03.50.001,Imposte proprie
PRO,1.01.03.50.001,Imposte proprie
REG,1.01.03.50.001,Imposte proprie
SP1,1.01.03.50.001,Imposte proprie
SP3,1.01.03.50.001,Imposte proprie
SP8,1.01.03.50.001,Imposte proprie
EPF,1.01.03.50.002,Imposte proprie
MON,1.01.03.50.002,Imposte proprie
PRO,1.01.03.50.002,Imposte proprie
REG,1.01.03.50.002,Imposte proprie
SP1,1.01.03.50.002,Imposte proprie
SP3,1.01.03.50.002,Imposte proprie
SP8,1.01.03.50.002,Imposte proprie
EPF,1.01.03.56.001,Imposte proprie
MON,1.01.03.56.001,Imposte proprie
PRO,1.01.03.56.001,Imposte proprie
REG,1.01.03.56.001,Imposte proprie
SP1,1.01.03.56.001,Imposte proprie
SP3,1.01.03.56.001,Imposte proprie
SP8,1.01.03.56.001,Imposte proprie
EPF,1.01.03.56.002,Imposte proprie
MON,1.01.03.56.002,Imposte proprie
PRO,1.01.03.56.002,Imposte proprie
REG,1.01.03.56.002,Imposte proprie
SP1,1.01.03.56.002,Imposte proprie
SP3,1.01.03.56.002,Imposte proprie
SP8,1.01.03.56.002,Imposte proprie
EPF,1.01.03.58.001,Imposte proprie
MON,1.01.03.58.001,Imposte proprie
PRO,1.01.03.58.001,Imposte proprie
REG,1.01.03.58.001,Imposte proprie
SP1,1.01.03.58.001,Imposte proprie
SP3,1.01.03.58.001,Imposte proprie
SP8,1.01.03.58.001,Imposte proprie
EPF,1.01.03.58.002,Imposte proprie
MON,1.01.03.58.002,Imposte proprie
PRO,1.01.03.58.002,Imposte proprie
REG,1.01.03.58.002,Imposte proprie
SP1,1.01.03.58.002,Imposte proprie
SP3,1.01.03.58.002,Imposte proprie
SP8,1.01.03.58.002,Imposte proprie
EPF,1.01.03.62.001,Imposte proprie
MON,1.01.03.62.001,Imposte proprie
PRO,1.01.03.62.001,Imposte proprie
REG,1.01.03.62.001,Imposte proprie
SP1,1.01.03.62.001,Imposte proprie
SP3,1.01.03.62.001,Imposte proprie
SP8,1.01.03.62.001,Imposte proprie
EPF,1.01.03.62.002,Imposte proprie
MON,1.01.03.62.002,Imposte proprie
PRO,1.01.03.62.002,Imposte proprie
REG,1.01.03.62.002,Imposte proprie
SP1,1.01.03.62.002,Imposte proprie
SP3,1.01.03.62.002,Imposte proprie
SP8,1.01.03.62.002,Imposte proprie
EPF,1.01.03.71.001,Imposte proprie
MON,1.01.03.71.001,Imposte proprie
PRO,1.01.03.71.001,Imposte proprie
REG,1.01.03.71.001,Imposte proprie
SP1,1.01.03.71.001,Imposte proprie
SP3,1.01.03.71.001,Imposte proprie
SP8,1.01.03.71.001,Imposte proprie
EPF,1.01.03.71.002,Imposte proprie
MON,1.01.03.71.002,Imposte proprie
PRO,1.01.03.71.002,Imposte proprie
REG,1.01.03.71.002,Imposte proprie
SP1,1.01.03.71.002,Imposte proprie
SP3,1.01.03.71.002,Imposte proprie
SP8,1.01.03.71.002,Imposte proprie
EPF,1.01.03.72.001,Imposte proprie
MON,1.01.03.72.001,Imposte proprie
PRO,1.01.03.72.001,Imposte proprie
REG,1.01.03.72.001,Imposte proprie
SP1,1.01.03.72.001,Imposte proprie
SP3,1.01.03.72.001,Imposte proprie
SP8,1.01.03.72.001,Imposte proprie
EPF,1.01.03.72.002,Imposte proprie
MON,1.01.03.72.002,Imposte proprie
PRO,1.01.03.72.002,Imposte proprie
REG,1.01.03.72.002,Imposte proprie
SP1,1.01.03.72.002,Imposte proprie
SP3,1.01.03.72.002,Imposte proprie
SP8,1.01.03.72.002,Imposte proprie
EPF,1.01.03.74.001,Imposte proprie
MON,1.01.03.74.001,Imposte proprie
PRO,1.01.03.74.001,Imposte proprie
REG,1.01.03.74.001,Imposte proprie
SP1,1.01.03.74.001,Imposte proprie
SP3,1.01.03.74.001,Imposte proprie
SP8,1.01.03.74.001,Imposte proprie
EPF,1.01.03.74.002,Imposte proprie
MON,1.01.03.74.002,Imposte proprie
PRO,1.01.03.74.002,Imposte proprie
REG,1.01.03.74.002,Imposte proprie
SP1,1.01.03.74.002,Imposte proprie
SP3,1.01.03.74.002,Imposte proprie
SP8,1.01.03.74.002,Imposte proprie
EPF,1.01.03.95.001,Imposte proprie
MON,1.01.03.95.001,Imposte proprie
PRO,1.01.03.95.001,Imposte proprie
REG,1.01.03.95.001,Imposte proprie
SP1,1.01.03.95.001,Imposte proprie
SP3,1.01.03.95.001,Imposte proprie
SP8,1.01.03.95.001,Imposte proprie
EPF,1.01.03.95.002,Imposte proprie
MON,1.01.03.95.002,Imposte proprie
PRO,1.01.03.95.002,Imposte proprie
REG,1.01.03.95.002,Imposte proprie
SP1,1.01.03.95.002,Imposte proprie
SP3,1.01.03.95.002,Imposte proprie
SP8,1.01.03.95.002,Imposte proprie
EPF,1.01.03.96.001,Imposte proprie
MON,1.01.03.96.001,Imposte proprie
PRO,1.01.03.96.001,Imposte proprie
REG,1.01.03.96.001,Imposte proprie
SP1,1.01.03.96.001,Imposte proprie
SP3,1.01.03.96.001,Imposte proprie
SP8,1.01.03.96.001,Imposte proprie
EPF,1.01.03.96.002,Imposte proprie
MON,1.01.03.96.002,Imposte proprie
PRO,1.01.03.96.002,Imposte proprie
REG,1.01.03.96.002,Imposte proprie
SP1,1.01.03.96.002,Imposte proprie
SP3,1.01.03.96.002,Imposte proprie
SP8,1.01.03.96.002,Imposte proprie
EPF,1.01.03.97.001,Imposte proprie
MON,1.01.03.97.001,Imposte proprie
PRO,1.01.03.97.001,Imposte proprie
REG,1.01.03.97.001,Imposte proprie
SP1,1.01.03.97.001,Imposte proprie
SP3,1.01.03.97.001,Imposte proprie
SP8,1.01.03.97.001,Imposte proprie
EPF,1.01.03.97.002,Imposte proprie
MON,1.01.03.97.002,Imposte proprie
PRO,1.01.03.97.002,Imposte proprie
REG,1.01.03.97.002,Imposte proprie
SP1,1.01.03.97.002,Imposte proprie
SP3,1.01.03.97.002,Imposte proprie
SP8,1.01.03.97.002,Imposte proprie
EPF,1.01.03.98.001,Imposte proprie
MON,1.01.03.98.001,Imposte proprie
PRO,1.01.03.98.001,Imposte proprie
REG,1.01.03.98.001,Imposte proprie
SP1,1.01.03.98.001,Imposte proprie
SP3,1.01.03.98.001,Imposte proprie
SP8,1.01.03.98.001,Imposte proprie
EPF,1.01.03.98.002,Imposte proprie
MON,1.01.03.98.002,Imposte proprie
PRO,1.01.03.98.002,Imposte proprie
REG,1.01.03.98.002,Imposte proprie
SP1,1.01.03.98.002,Imposte proprie
SP3,1.01.03.98.002,Imposte proprie
SP8,1.01.03.98.002,Imposte proprie
EPF,1.01.03.99.001,Imposte proprie
MON,1.01.03.99.001,Imposte proprie
PRO,1.01.03.99.001,Imposte proprie
REG,1.01.03.99.001,Imposte proprie
SP1,1.01.03.99.001,Imposte proprie
SP3,1.01.03.99.001,Imposte proprie
SP8,1.01.03.99.001,Imposte proprie
EPF,1.01.03.99.002,Imposte proprie
MON,1.01.03.99.002,Imposte proprie
PRO,1.01.03.99.002,Imposte proprie
REG,1.01.03.99.002,Imposte proprie
SP1,1.01.03.99.002,Imposte proprie
SP3,1.01.03.99.002,Imposte proprie
SP8,1.01.03.99.002,Imposte proprie
EPF,1.01.04.01.001,Imposte proprie
MON,1.01.04.01.001,Imposte proprie
PRO,1.01.04.01.001,Imposte proprie
REG,1.01.04.01.001,Imposte proprie
SP1,1.01.04.01.001,Imposte proprie
SP3,1.01.04.01.001,Imposte proprie
SP8,1.01.04.01.001,Imposte proprie
EPF,1.01.04.02.001,Imposte proprie
MON,1.01.04.02.001,Imposte proprie
PRO,1.01.04.02.001,Imposte proprie
REG,1.01.04.02.001,Imposte proprie
SP1,1.01.04.02.001,Imposte proprie
SP3,1.01.04.02.001,Imposte proprie
SP8,1.01.04.02.001,Imposte proprie
EPF,1.01.04.03.001,Imposte proprie
MON,1.01.04.03.001,Imposte proprie
PRO,1.01.04.03.001,Imposte proprie
REG,1.01.04.03.001,Imposte proprie
SP1,1.01.04.03.001,Imposte proprie
SP3,1.01.04.03.001,Imposte proprie
SP8,1.01.04.03.001,Imposte proprie
EPF,1.01.04.04.001,Imposte proprie
MON,1.01.04.04.001,Imposte proprie
PRO,1.01.04.04.001,Imposte proprie
REG,1.01.04.04.001,Imposte proprie
