codice_gestione,codice_voce,macro_area,macro_categoria
SP4,1.02.01.04.001,Spese correnti,Imposte e tasse
SP7,1.02.01.04.001,Spese correnti,Imposte e tasse
SP8,1.02.01.04.001,Spese correnti,Imposte e tasse
UNI,1.02.01.04.001,Spese correnti,Imposte e tasse
VCE,1.02.01.04.001,Spese correnti,Imposte e tasse
VCF,1.02.01.04.001,Spese correnti,Imposte e tasse
AAI,1.02.01.05.001,Spese correnti,Imposte e tasse
ASP,1.02.01.05.001,Spese correnti,Imposte e tasse
EPF,1.02.01.05.001,Spese correnti,Imposte e tasse
FLS,1.02.01.05.001,Spese correnti,Imposte e tasse
MON,1.02.01.05.001,Spese correnti,Imposte e tasse
PRO,1.02.01.05.001,Spese correnti,Imposte e tasse
REG,1.02.01.05.001,Spese correnti,Imposte e tasse
RIC,1.02.01.05.001,Spese correnti,Imposte e tasse
SP1,1.02.01.05.001,Spese correnti,Imposte e tasse
SP3,1.02.01.05.001,Spese correnti,Imposte e tasse
SP4,1.02.01.05.001,Spese correnti,Imposte e tasse
SP7,1.02.01.05.001,Spese correnti,Imposte e tasse
SP8,1.02.01.05.001,Spese correnti,Imposte e tasse
UNI,1.02.01.05.001,Spese correnti,Imposte e tasse
VCE,1.02.01.05.001,Spese correnti,Imposte e tasse
VCF,1.02.01.05.001,Spese correnti,Imposte e tasse
AAI,1.02.01.06.001,Spese correnti,Imposte e tasse
ASP,1.02.01.06.001,Spese correnti,Imposte e tasse
EPF,1.02.01.06.001,Spese correnti,Imposte e tasse
FLS,1.02.01.06.001,Spese correnti,Imposte e tasse
MON,1.02.01.06.001,Spese correnti,Imposte e tasse
PRO,1.02.01.06.001,Spese correnti,Imposte e tasse
REG,1.02.01.06.001,Spese correnti,Imposte e tasse
RIC,1.02.01.06.001,Spese correnti,Imposte e tasse
SP1,1.02.01.06.001,Spese correnti,Imposte e tasse
SP3,1.02.01.06.001,Spese correnti,Imposte e tasse
SP4,1.02.01.06.001,Spese correnti,Imposte e tasse
SP7,1.02.01.06.001,Spese correnti,Imposte e tasse
SP8,1.02.01.06.001,Spese correnti,Imposte e tasse
UNI,1.02.01.06.001,Spese correnti,Imposte e tasse
VCE,1.02.01.06.001,Spese correnti,Imposte e tasse
VCF,1.02.01.06.001,Spese correnti,Imposte e tasse
AAI,1.02.01.07.001,Spese correnti,Imposte e tasse
ASP,1.02.01.07.001,Spese correnti,Imposte e tasse
EPF,1.02.01.07.001,Spese correnti,Imposte e tasse
FLS,1.02.01.07.001,Spese correnti,Imposte e tasse
MON,1.02.01.07.001,Spese correnti,Imposte e tasse
PRO,1.02.01.07.001,Spese correnti,Imposte e tasse
REG,1.02.01.07.001,Spese correnti,Imposte e tasse
RIC,1.02.01.07.001,Spese correnti,Imposte e tasse
SP1,1.02.01.07.001,Spese correnti,Imposte e tasse
SP3,1.02.01.07.001,Spese correnti,Imposte e tasse
SP4,1.02.01.07.001,Spese correnti,Imposte e tasse
SP7,1.02.01.07.001,Spese correnti,Imposte e tasse
SP8,1.02.01.07.001,Spese correnti,Imposte e tasse
UNI,1.02.01.07.001,Spese correnti,Imposte e tasse
VCE,1.02.01.07.001,Spese correnti,Imposte e tasse
VCF,1.02.01.07.001,Spese correnti,Imposte e tasse
AAI,1.02.01.08.001,Spese correnti,Imposte e tasse
ASP,1.02.01.08.001,Spese correnti,Imposte e tasse
EPF,1.02.01.08.001,Spese correnti,Imposte e tasse
FLS,1.02.01.08.001,Spese correnti,Imposte e tasse
MON,1.02.01.08.001,Spese correnti,Imposte e tasse
PRO,1.02.01.08.001,Spese correnti,Imposte e tasse
REG,1.02.01.08.001,Spese correnti,Imposte e tasse
RIC,1.02.01.08.001,Spese correnti,Imposte e tasse
SP1,1.02.01.08.001,Spese correnti,Imposte e tasse
SP3,1.02.01.08.001,Spese correnti,Imposte e tasse
SP4,1.02.01.08.001,Spese correnti,Imposte e tasse
SP7,1.02.01.08.001,Spese correnti,Imposte e tasse
SP8,1.02.01.08.001,Spese correnti,Imposte e tasse
UNI,1.02.01.08.001,Spese correnti,Imposte e tasse
VCE,1.02.01.08.001,Spese correnti,Imposte e tasse
VCF,1.02.01.08.001,Spese correnti,Imposte e tasse
AAI,1.02.01.09.001,Spese correnti,Imposte e tasse
ASP,1.02.01.09.001,Spese correnti,Imposte e tasse
EPF,1.02.01.09.001,Spese correnti,Imposte e tasse
FLS,1.02.01.09.001,Spese correnti,Imposte e tasse
MON,1.02.01.09.001,Spese correnti,Imposte e tasse
PRO,1.02.01.09.001,Spese correnti,Imposte e tasse
REG,1.02.01.09.001,Spese correnti,Imposte e tasse
RIC,1.02.01.09.001,Spese correnti,Imposte e tasse
SP1,1.02.01.09.001,Spese correnti,Imposte e tasse
SP3,1.02.01.09.001,Spese correnti,Imposte e tasse
SP4,1.02.01.09.001,Spese correnti,Imposte e tasse
SP7,1.02.01.09.001,Spese correnti,Imposte e tasse
SP8,1.02.01.09.001,Spese correnti,Imposte e tasse
UNI,1.02.01.09.001,Spese correnti,Imposte e tasse
VCE,1.02.01.09.001,Spese correnti,Imposte e tasse
VCF,1.02.01.09.001,Spese correnti,Imposte e tasse
AAI,1.02.01.10.001,Spese correnti,Imposte e tasse
ASP,1.02.01.10.001,Spese correnti,Imposte e tasse
EPF,1.02.01.10.001,Spese correnti,Imposte e tasse
FLS,1.02.01.10.001,Spese correnti,Imposte e tasse
MON,1.02.01.10.001,Spese correnti,Imposte e tasse
PRO,1.02.01.10.001,Spese correnti,Imposte e tasse
REG,1.02.01.10.001,Spese correnti,Imposte e tasse
RIC,1.02.01.10.001,Spese correnti,Imposte e tasse
SP1,1.02.01.10.001,Spese correnti,Imposte e tasse
SP3,1.02.01.10.001,Spese correnti,Imposte e tasse
SP4,1.02.01.10.001,Spese correnti,Imposte e tasse
SP7,1.02.01.10.001,Spese correnti,Imposte e tasse
SP8,1.02.01.10.001,Spese correnti,Imposte e tasse
UNI,1.02.01.10.001,Spese correnti,Imposte e tasse
VCE,1.02.01.10.001,Spese correnti,Imposte e tasse
VCF,1.02.01.10.001,Spese correnti,Imposte e tasse
AAI,1.02.01.11.001,Spese correnti,Imposte e tasse
ASP,1.02.01.11.001,Spese correnti,Imposte e tasse
EPF,1.02.01.11.001,Spese correnti,Imposte e tasse
FLS,1.02.01.11.001,Spese correnti,Imposte e tasse
MON,1.02.01.11.001,Spese correnti,Imposte e tasse
PRO,1.02.01.11.001,Spese correnti,Imposte e tasse
REG,1.02.01.11.001,Spese correnti,Imposte e tasse
SP1,1.02.01.11.001,Spese correnti,Imposte e tasse
SP3,1.02.01.11.001,Spese correnti,Imposte e tasse
SP8,1.02.01.11.001,Spese correnti,Imposte e tasse
VCE,1.02.01.11.001,Spese correnti,Imposte e tasse
VCF,1.02.01.11.001,Spese correnti,Imposte e tasse
AAI,1.02.01.12.001,Spese correnti,Imposte e tasse
ASP,1.02.01.12.001,Spese correnti,Imposte e tasse
EPF,1.02.01.12.001,Spese correnti,Imposte e tasse
FLS,1.02.01.12.001,Spese correnti,Imposte e tasse
MON,1.02.01.12.001,Spese correnti,Imposte e tasse
PRO,1.02.01.12.001,Spese correnti,Imposte e tasse
REG,1.02.01.12.001,Spese correnti,Imposte e tasse
RIC,1.02.01.12.001,Spese correnti,Imposte e tasse
SP1,1.02.01.12.001,Spese correnti,Imposte e tasse
SP3,1.02.01.12.001,Spese correnti,Imposte e tasse
SP4,1.02.01.12.001,Spese correnti,Imposte e tasse
SP7,1.02.01.12.001,Spese correnti,Imposte e tasse
SP8,1.02.01.12.001,Spese correnti,Imposte e tasse
UNI,1.02.01.12.001,Spese correnti,Imposte e tasse
VCE,1.02.01.12.001,Spese correnti,Imposte e tasse
VCF,1.02.01.12.001,Spese correnti,Imposte e tasse
AAI,1.02.01.13.001,Spese correnti,Imposte e tasse
ASP,1.02.01.13.001,Spese correnti,Imposte e tasse
EPF,1.02.01.13.001,Spese correnti,Imposte e tasse
FLS,1.02.01.13.001,Spese correnti,Imposte e tasse
MON,1.02.01.13.001,Spese correnti,Imposte e tasse
PRO,1.02.01.13.001,Spese correnti,Imposte e tasse
REG,1.02.01.13.001,Spese correnti,Imposte e tasse
RIC,1.02.01.13.001,Spese correnti,Imposte e tasse
SP1,1.02.01.13.001,Spese correnti,Imposte e tasse
SP3,1.02.01.13.001,Spese correnti,Imposte e tasse
SP4,1.02.01.13.001,Spese correnti,Imposte e tasse
SP7,1.02.01.13.001,Spese correnti,Imposte e tasse
SP8,1.02.01.13.001,Spese correnti,Imposte e tasse
UNI,1.02.01.13.001,Spese correnti,Imposte e tasse
VCE,1.02.01.13.001,Spese correnti,Imposte e tasse
VCF,1.02.01.13.001,Spese correnti,Imposte e tasse
AAI,1.02.01.14.001,Spese correnti,Imposte e tasse
ASP,1.02.01.14.001,Spese correnti,Imposte e tasse
EPF,1.02.01.14.001,Spese correnti,Imposte e tasse
FLS,1.02.01.14.001,Spese correnti,Imposte e tasse
MON,1.02.01.14.001,Spese correnti,Imposte e tasse
PRO,1.02.01.14.001,Spese correnti,Imposte e tasse
REG,1.02.01.14.001,Spese correnti,Imposte e tasse
RIC,1.02.01.14.001,Spese correnti,Imposte e tasse
SP1,1.02.01.14.001,Spese correnti,Imposte e tasse
SP3,1.02.01.14.001,Spese correnti,Imposte e tasse
SP4,1.02.01.14.001,Spese correnti,Imposte e tasse
SP7,1.02.01.14.001,Spese correnti,Imposte e tasse
SP8,1.02.01.14.001,Spese correnti,Imposte e tasse
UNI,1.02.01.14.001,Spese correnti,Imposte e tasse
VCE,1.02.01.14.001,Spese correnti,Imposte e tasse
VCF,1.02.01.14.001,Spese correnti,Imposte e tasse
AAI,1.02.01.99.999,Spese correnti,Imposte e tasse
ASP,1.02.01.99.999,Spese correnti,Imposte e tasse
EPF,1.02.01.99.999,Spese correnti,Imposte e tasse
FLS,1.02.01.99.999,Spese correnti,Imposte e tasse
MON,1.02.01.99.999,Spese correnti,Imposte e tasse
PRO,1.02.01.99.999,Spese correnti,Imposte e tasse
REG,1.02.01.99.999,Spese correnti,Imposte e tasse
RIC,1.02.01.99.999,Spese correnti,Imposte e tasse
SP1,1.02.01.99.999,Spese correnti,Imposte e tasse
SP3,1.02.01.99.999,Spese correnti,Imposte e tasse
SP4,1.02.01.99.999,Spese correnti,Imposte e tasse
SP7,1.02.01.99.999,Spese correnti,Imposte e tasse
SP8,1.02.01.99.999,Spese correnti,Imposte e tasse
UNI,1.02.01.99.999,Spese correnti,Imposte e tasse
VCE,1.02.01.99.999,Spese correnti,Imposte e tasse
VCF,1.02.01.99.999,Spese correnti,Imposte e tasse
AAI,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
MON,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
REG,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.01.001,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
MON,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
REG,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.01.002,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.001,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.002,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.003,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.004,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.005,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.006,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.007,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.008,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
UNI,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
VCE,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
VCF,1.03.01.02.009,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
SP8,1.03.01.02.010,Spese correnti,Acquisto beni e servizi
AAI,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
ASP,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
EPF,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
FLS,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
MON,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
PRO,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
REG,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
RIC,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
SP1,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
SP3,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
SP4,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
SP7,1.03.01.02.011,Spese correnti,Acquisto beni e servizi
